ID,Label
TE_0,False
TE_1,False
TE_2,False
TE_3,False
TE_4,False
TE_5,True
TE_6,True
TE_7,False
TE_8,False
TE_9,True
TE_10,True
TE_11,True
TE_12,False
TE_13,False
TE_14,False
TE_15,False
TE_16,False
TE_17,False
TE_18,False
TE_19,False
TE_20,False
TE_21,True
TE_22,False
TE_23,False
TE_24,False
TE_25,True
TE_26,False
TE_27,False
TE_28,False
TE_29,False
TE_30,False
TE_31,True
TE_32,False
TE_33,True
TE_34,False
TE_35,True
TE_36,False
TE_37,False
TE_38,False
TE_39,True
TE_40,True
TE_41,True
TE_42,False
TE_43,False
TE_44,True
TE_45,False
TE_46,False
TE_47,False
TE_48,False
TE_49,False
TE_50,False
TE_51,False
TE_52,False
TE_53,False
TE_54,True
TE_55,False
TE_56,False
TE_57,False
TE_58,False
TE_59,True
TE_60,False
TE_61,False
TE_62,False
TE_63,True
TE_64,False
TE_65,False
TE_66,True
TE_67,False
TE_68,False
TE_69,False
TE_70,False
TE_71,True
TE_72,False
TE_73,False
TE_74,True
TE_75,False
TE_76,True
TE_77,False
TE_78,False
TE_79,False
TE_80,True
TE_81,False
TE_82,False
TE_83,False
TE_84,False
TE_85,True
TE_86,True
TE_87,False
TE_88,False
TE_89,False
TE_90,True
TE_91,False
TE_92,False
TE_93,False
TE_94,False
TE_95,True
TE_96,False
TE_97,False
TE_98,False
TE_99,True
TE_100,False
TE_101,False
TE_102,False
TE_103,True
TE_104,True
TE_105,False
TE_106,True
TE_107,True
TE_108,False
TE_109,True
TE_110,False
TE_111,False
TE_112,True
TE_113,False
TE_114,True
TE_115,False
TE_116,False
TE_117,False
TE_118,False
TE_119,False
TE_120,False
TE_121,False
TE_122,False
TE_123,False
TE_124,False
TE_125,False
TE_126,False
TE_127,False
TE_128,False
TE_129,True
TE_130,False
TE_131,True
TE_132,False
TE_133,False
TE_134,True
TE_135,False
TE_136,False
TE_137,False
TE_138,False
TE_139,False
TE_140,True
TE_141,False
TE_142,False
TE_143,False
TE_144,False
TE_145,True
TE_146,False
TE_147,False
TE_148,False
TE_149,False
TE_150,False
TE_151,False
TE_152,False
TE_153,False
TE_154,False
TE_155,False
TE_156,False
TE_157,False
TE_158,False
TE_159,True
TE_160,False
TE_161,False
TE_162,False
TE_163,False
TE_164,False
TE_165,False
TE_166,True
TE_167,False
TE_168,True
TE_169,False
TE_170,True
TE_171,True
TE_172,False
TE_173,False
TE_174,False
TE_175,False
TE_176,False
TE_177,False
TE_178,False
TE_179,False
TE_180,False
TE_181,True
TE_182,False
TE_183,False
TE_184,False
TE_185,False
TE_186,False
TE_187,False
TE_188,False
TE_189,False
TE_190,True
TE_191,True
TE_192,False
TE_193,False
TE_194,False
TE_195,False
TE_196,False
